course,institution,cluster_number,cutoff_points,year
BACHELOR OF ENGINEERING (CIVIL ENGINEERING),TECHNICAL UNIVERSITY OF KENYA,16,40.771,2021
BACHELOR OF ENGINEERING (CIVIL ENGINEERING),TECHNICAL UNIVERSITY OF KENYA,16,41.524,2022
BACHELOR OF ENGINEERING (CIVIL ENGINEERING),TECHNICAL UNIVERSITY OF KENYA,16,41.924,2023
BACHELOR OF ENGINEERING (CIVIL ENGINEERING),TECHNICAL UNIVERSITY OF KENYA,16,40.572,2024
BACHELOR OF SCIENCE (CIVIL ENGINEERING),UNIVERSITY OF NAIROBI,16,43.447,2018
BACHELOR OF SCIENCE (CIVIL ENGINEERING),UNIVERSITY OF NAIROBI,16,44.167,2019
BACHELOR OF SCIENCE (CIVIL ENGINEERING),UNIVERSITY OF NAIROBI,16,42.812,2020
BACHELOR OF SCIENCE (CIVIL ENGINEERING),UNIVERSITY OF NAIROBI,16,42.723,2021
BACHELOR OF SCIENCE (CIVIL ENGINEERING),UNIVERSITY OF NAIROBI,16,43.091,2022
BACHELOR OF SCIENCE IN ELECTRICAL & ELECTRONIC ENGINEERING,TECHNICAL UNIVERSITY OF MOMBASA,17,39.313,2018
BACHELOR OF SCIENCE IN ELECTRICAL & ELECTRONIC ENGINEERING,TECHNICAL UNIVERSITY OF MOMBASA,17,39.781,2019
BACHELOR OF SCIENCE IN ELECTRICAL & ELECTRONIC ENGINEERING,TECHNICAL UNIVERSITY OF MOMBASA,17,39.034,2020
BACHELOR OF SCIENCE IN ELECTRICAL & ELECTRONIC ENGINEERING,TECHNICAL UNIVERSITY OF MOMBASA,17,37.048,2021
BACHELOR OF SCIENCE IN ELECTRICAL & ELECTRONIC ENGINEERING,TECHNICAL UNIVERSITY OF MOMBASA,17,37.437,2022
BACHELOR OF SCIENCE IN ELECTRICAL & ELECTRONIC ENGINEERING,TECHNICAL UNIVERSITY OF MOMBASA,17,35.82,2023
BACHELOR OF SCIENCE IN ELECTRICAL & ELECTRONIC ENGINEERING,TECHNICAL UNIVERSITY OF MOMBASA,17,36.417,2024
BACHELOR OF SCIENCE IN ELECTRICAL AND ELECTRONICS ENGINEERING,CHUKA UNIVERSITY,17,37.6,2018
BACHELOR OF SCIENCE IN ELECTRICAL AND ELECTRONICS ENGINEERING,CHUKA UNIVERSITY,17,38.641,2019
BACHELOR OF SCIENCE IN ELECTRICAL AND ELECTRONICS ENGINEERING,CHUKA UNIVERSITY,17,38.916,2020
BACHELOR OF SCIENCE IN ELECTRICAL AND ELECTRONICS ENGINEERING,CHUKA UNIVERSITY,17,34.397,2021
BACHELOR OF SCIENCE IN ELECTRICAL AND ELECTRONICS ENGINEERING,CHUKA UNIVERSITY,17,37.673,2022
BACHELOR OF SCIENCE IN ELECTRICAL AND ELECTRONICS ENGINEERING,CHUKA UNIVERSITY,17,35.699,2023
BACHELOR OF SCIENCE IN ELECTRICAL AND ELECTRONICS ENGINEERING,CHUKA UNIVERSITY,17,36.952,2024
BACHELOR OF SCIENCE (ELECTRICAL AND ELECTRONICS ENGINEERING),SOUTH EASTERN KENYA UNIVERSITY,17,29.166,2020
BACHELOR OF SCIENCE (ELECTRICAL AND ELECTRONICS ENGINEERING),SOUTH EASTERN KENYA UNIVERSITY,17,34.105,2021
BACHELOR OF SCIENCE (ELECTRICAL AND ELECTRONICS ENGINEERING),SOUTH EASTERN KENYA UNIVERSITY,17,34.532,2022
BACHELOR OF SCIENCE (ELECTRICAL AND ELECTRONICS ENGINEERING),SOUTH EASTERN KENYA UNIVERSITY,17,32.815,2023
BACHELOR OF SCIENCE (ELECTRICAL AND ELECTRONICS ENGINEERING),SOUTH EASTERN KENYA UNIVERSITY,17,33.976,2024
BACHELOR OF SCIENCE IN ELECTRICAL AND ELECTRONIC ENGINEERING,JOMO KENYATTA UNIVERSITY OF AGRICULTURE AND TECHNOLOGY,17,42.965,2018
BACHELOR OF SCIENCE IN ELECTRICAL AND ELECTRONIC ENGINEERING,JOMO KENYATTA UNIVERSITY OF AGRICULTURE AND TECHNOLOGY,17,43.407,2019
BACHELOR OF SCIENCE IN ELECTRICAL AND ELECTRONIC ENGINEERING,JOMO KENYATTA UNIVERSITY OF AGRICULTURE AND TECHNOLOGY,17,42.379,2020
BACHELOR OF SCIENCE IN ELECTRICAL AND ELECTRONIC ENGINEERING,JOMO KENYATTA UNIVERSITY OF AGRICULTURE AND TECHNOLOGY,17,41.272,2021
BACHELOR OF SCIENCE IN ELECTRICAL AND ELECTRONIC ENGINEERING,JOMO KENYATTA UNIVERSITY OF AGRICULTURE AND TECHNOLOGY,17,42.291,2022
BACHELOR OF SCIENCE IN ELECTRICAL AND ELECTRONIC ENGINEERING,JOMO KENYATTA UNIVERSITY OF AGRICULTURE AND TECHNOLOGY,17,42.434,2023
BACHELOR OF SCIENCE IN ELECTRICAL AND ELECTRONIC ENGINEERING,JOMO KENYATTA UNIVERSITY OF AGRICULTURE AND TECHNOLOGY,17,42.755,2024
BACHELOR OF SCIENCE (ELECTRICAL AND ELECTRONIC ENGINEERING),UNIVERSITY OF NAIROBI,17,42.974,2018
BACHELOR OF SCIENCE (ELECTRICAL AND ELECTRONIC ENGINEERING),UNIVERSITY OF NAIROBI,17,43.787,2019
BACHELOR OF SCIENCE (ELECTRICAL AND ELECTRONIC ENGINEERING),UNIVERSITY OF NAIROBI,17,42.596,2020
BACHELOR OF SCIENCE (ELECTRICAL AND ELECTRONIC ENGINEERING),UNIVERSITY OF NAIROBI,17,41.218,2021
BACHELOR OF SCIENCE (ELECTRICAL AND ELECTRONIC ENGINEERING),UNIVERSITY OF NAIROBI,17,42.776,2022
BACHELOR OF SCIENCE (ELECTRICAL AND ELECTRONIC ENGINEERING),UNIVERSITY OF NAIROBI,17,43.003,2023
BACHELOR OF SCIENCE (ELECTRICAL AND ELECTRONIC ENGINEERING),UNIVERSITY OF NAIROBI,17,42.208,2024
BACHELOR OF SCIENCE (ELECTRICAL & ELECTRONICS ENGINEERING),KENYATTA UNIVERSITY,17,42.287,2018
BACHELOR OF SCIENCE (ELECTRICAL & ELECTRONICS ENGINEERING),KENYATTA UNIVERSITY,17,43.202,2019
BACHELOR OF SCIENCE (ELECTRICAL & ELECTRONICS ENGINEERING),KENYATTA UNIVERSITY,17,42.122,2020
BACHELOR OF SCIENCE (ELECTRICAL & ELECTRONICS ENGINEERING),KENYATTA UNIVERSITY,17,40.965,2021
BACHELOR OF SCIENCE (ELECTRICAL & ELECTRONICS ENGINEERING),KENYATTA UNIVERSITY,17,42.125,2022
BACHELOR OF SCIENCE (ELECTRICAL & ELECTRONICS ENGINEERING),KENYATTA UNIVERSITY,17,42.275,2023
BACHELOR OF SCIENCE (ELECTRICAL & ELECTRONICS ENGINEERING),KENYATTA UNIVERSITY,17,42.271,2024
BACHELOR OF SCIENCE IN MECHANICAL ENGINEERING,TECHNICAL UNIVERSITY OF MOMBASA,18,37.204,2018
BACHELOR OF SCIENCE IN MECHANICAL ENGINEERING,TECHNICAL UNIVERSITY OF MOMBASA,18,38.228,2019
BACHELOR OF SCIENCE IN MECHANICAL ENGINEERING,TECHNICAL UNIVERSITY OF MOMBASA,18,38.131,2020
BACHELOR OF SCIENCE IN MECHANICAL ENGINEERING,TECHNICAL UNIVERSITY OF MOMBASA,18,34.401,2021
BACHELOR OF SCIENCE IN MECHANICAL ENGINEERING,TECHNICAL UNIVERSITY OF MOMBASA,18,36.813,2022
BACHELOR OF SCIENCE IN MECHANICAL ENGINEERING,TECHNICAL UNIVERSITY OF MOMBASA,18,37.156,2023
BACHELOR OF SCIENCE IN MECHANICAL ENGINEERING,TECHNICAL UNIVERSITY OF MOMBASA,18,35.195,2024
BACHELOR OF SCIENCE (MECHANICAL ENGINEERING),UNIVERSITY OF NAIROBI,18,41.766,2018
BACHELOR OF SCIENCE (MECHANICAL ENGINEERING),UNIVERSITY OF NAIROBI,18,42.395,2019
BACHELOR OF SCIENCE (MECHANICAL ENGINEERING),UNIVERSITY OF NAIROBI,18,41.675,2020
BACHELOR OF SCIENCE (MECHANICAL ENGINEERING),UNIVERSITY OF NAIROBI,18,40.593,2021
BACHELOR OF SCIENCE (MECHANICAL ENGINEERING),UNIVERSITY OF NAIROBI,18,41.321,2022
BACHELOR OF SCIENCE (MECHANICAL ENGINEERING),UNIVERSITY OF NAIROBI,18,41.835,2023
BACHELOR OF SCIENCE (MECHANICAL ENGINEERING),UNIVERSITY OF NAIROBI,18,41.798,2024
BACHELOR OF ENGINEERING (MECHANICAL ENGINEERING),TECHNICAL UNIVERSITY OF KENYA,18,40.941,2018
BACHELOR OF ENGINEERING (MECHANICAL ENGINEERING),TECHNICAL UNIVERSITY OF KENYA,18,41.679,2019
BACHELOR OF ENGINEERING (MECHANICAL ENGINEERING),TECHNICAL UNIVERSITY OF KENYA,18,39.806,2020
BACHELOR OF ENGINEERING (MECHANICAL ENGINEERING),TECHNICAL UNIVERSITY OF KENYA,18,39.851,2021
BACHELOR OF ENGINEERING (MECHANICAL ENGINEERING),TECHNICAL UNIVERSITY OF KENYA,18,40.186,2022
BACHELOR OF ENGINEERING (MECHANICAL ENGINEERING),TECHNICAL UNIVERSITY OF KENYA,18,39.887,2023
BACHELOR OF ENGINEERING (MECHANICAL ENGINEERING),TECHNICAL UNIVERSITY OF KENYA,18,38.945,2024
BACHELOR OF SCIENCE,CHUKA UNIVERSITY,20,23.606,2018
BACHELOR OF SCIENCE,CHUKA UNIVERSITY,20,23.317,2019
BACHELOR OF SCIENCE,CHUKA UNIVERSITY,20,22.533,2020
BACHELOR OF SCIENCE,CHUKA UNIVERSITY,20,17.459,2021
BACHELOR OF SCIENCE,CHUKA UNIVERSITY,20,16.974,2022
BACHELOR OF SCIENCE,CHUKA UNIVERSITY,20,15.683,2023
BACHELOR OF SCIENCE (BSC.),UNIVERSITY OF EMBU,20,23.798,2018
BACHELOR OF SCIENCE (BSC.),UNIVERSITY OF EMBU,20,25.465,2019
BACHELOR OF SCIENCE (BSC.),UNIVERSITY OF EMBU,20,16.791,2020
BACHELOR OF SCIENCE (BSC.),UNIVERSITY OF EMBU,20,17.459,2021
BACHELOR OF SCIENCE (BSC.),UNIVERSITY OF EMBU,20,16.974,2022
BACHELOR OF SCIENCE (BSC.),UNIVERSITY OF EMBU,20,15.683,2023
BSC (SCIENCE),MERU UNIVERSITY OF SCIENCE AND TECHNOLOGY,20,23.582,2018
BSC (SCIENCE),MERU UNIVERSITY OF SCIENCE AND TECHNOLOGY,20,24.115,2019
BSC (SCIENCE),MERU UNIVERSITY OF SCIENCE AND TECHNOLOGY,20,16.791,2020
BSC (SCIENCE),MERU UNIVERSITY OF SCIENCE AND TECHNOLOGY,20,17.459,2021
BSC (SCIENCE),MERU UNIVERSITY OF SCIENCE AND TECHNOLOGY,20,16.974,2022
BSC (SCIENCE),MERU UNIVERSITY OF SCIENCE AND TECHNOLOGY,20,15.683,2023
"BACHELOR OF SCIENCE(PHYSICS, BIOLOGY,CHEMISTRY,MATHEMATICS)",LAIKIPIA UNIVERSITY,20,23.766,2018
"BACHELOR OF SCIENCE(PHYSICS, BIOLOGY,CHEMISTRY,MATHEMATICS)",LAIKIPIA UNIVERSITY,20,23.806,2019
"BACHELOR OF SCIENCE(PHYSICS, BIOLOGY,CHEMISTRY,MATHEMATICS)",LAIKIPIA UNIVERSITY,20,16.791,2020
"BACHELOR OF SCIENCE(PHYSICS, BIOLOGY,CHEMISTRY,MATHEMATICS)",LAIKIPIA UNIVERSITY,20,17.459,2021
"BACHELOR OF SCIENCE(PHYSICS, BIOLOGY,CHEMISTRY,MATHEMATICS)",LAIKIPIA UNIVERSITY,20,16.974,2022
"BACHELOR OF SCIENCE(PHYSICS, BIOLOGY,CHEMISTRY,MATHEMATICS)",LAIKIPIA UNIVERSITY,20,15.683,2023
"BACHELOR OF SCIENCE (BASIC SCIENCE, WITH IT)",TOM MBOYA UNIVERSITY,20,22.882,2018
"BACHELOR OF SCIENCE (BASIC SCIENCE, WITH IT)",TOM MBOYA UNIVERSITY,20,25.047,2019
"BACHELOR OF SCIENCE (BASIC SCIENCE, WITH IT)",TOM MBOYA UNIVERSITY,20,16.791,2020
"BACHELOR OF SCIENCE (BASIC SCIENCE, WITH IT)",TOM MBOYA UNIVERSITY,20,17.459,2021
"BACHELOR OF SCIENCE (BASIC SCIENCE, WITH IT)",TOM MBOYA UNIVERSITY,20,16.974,2022
"BACHELOR OF SCIENCE (BASIC SCIENCE, WITH IT)",TOM MBOYA UNIVERSITY,20,15.683,2023
BACHELOR OF SCIENCE (B.SC),UNIVERSITY OF NAIROBI,20,23.169,2018
BACHELOR OF SCIENCE (B.SC),UNIVERSITY OF NAIROBI,20,23.367,2019
BACHELOR OF SCIENCE (B.SC),UNIVERSITY OF NAIROBI,20,23.249,2020
BACHELOR OF SCIENCE (B.SC),UNIVERSITY OF NAIROBI,20,17.459,2021
BACHELOR OF SCIENCE (B.SC),UNIVERSITY OF NAIROBI,20,16.974,2022
BACHELOR OF SCIENCE (B.SC),UNIVERSITY OF NAIROBI,20,15.683,2023
BACHELOR OF SCIENCE (AGRICULTURAL ENGINEERING),EGERTON UNIVERSITY,21,30.095,2018
BACHELOR OF SCIENCE (AGRICULTURAL ENGINEERING),EGERTON UNIVERSITY,21,28.901,2019
BACHELOR OF SCIENCE (AGRICULTURAL ENGINEERING),EGERTON UNIVERSITY,21,27.801,2020
BACHELOR OF SCIENCE (AGRICULTURAL ENGINEERING),EGERTON UNIVERSITY,21,16.787,2021
BACHELOR OF SCIENCE (AGRICULTURAL ENGINEERING),EGERTON UNIVERSITY,21,28.798,2022
BACHELOR OF SCIENCE (AGRICULTURAL ENGINEERING),EGERTON UNIVERSITY,21,27.708,2023
BACHELOR OF SCIENCE (AGRICULTURAL ENGINEERING),EGERTON UNIVERSITY,21,27.448,2024
BACHELOR OF SCIENCE (AGRICULTURAL & BIO-SYSTEMS ENGINEERING),KENYATTA UNIVERSITY,21,28.359,2018
BACHELOR OF SCIENCE (AGRICULTURAL & BIO-SYSTEMS ENGINEERING),KENYATTA UNIVERSITY,21,29.742,2019
BACHELOR OF SCIENCE (AGRICULTURAL & BIO-SYSTEMS ENGINEERING),KENYATTA UNIVERSITY,21,30.448,2020
BACHELOR OF SCIENCE (AGRICULTURAL & BIO-SYSTEMS ENGINEERING),KENYATTA UNIVERSITY,21,30.154,2021
BACHELOR OF SCIENCE (AGRICULTURAL & BIO-SYSTEMS ENGINEERING),KENYATTA UNIVERSITY,21,28.555,2022
BACHELOR OF SCIENCE (AGRICULTURAL & BIO-SYSTEMS ENGINEERING),KENYATTA UNIVERSITY,21,30.198,2023
BACHELOR OF SCIENCE (AGRICULTURAL & BIO-SYSTEMS ENGINEERING),KENYATTA UNIVERSITY,21,29.162,2024
BACHELOR OF ENGINEERING (AGRICULTURAL & BIO-SYSTEMS ENGINEERING),UNIVERSITY OF ELDORET,21,27.817,2018
BACHELOR OF ENGINEERING (AGRICULTURAL & BIO-SYSTEMS ENGINEERING),UNIVERSITY OF ELDORET,21,29.446,2019
BACHELOR OF ENGINEERING (AGRICULTURAL & BIO-SYSTEMS ENGINEERING),UNIVERSITY OF ELDORET,21,29.473,2020
BACHELOR OF ENGINEERING (AGRICULTURAL & BIO-SYSTEMS ENGINEERING),UNIVERSITY OF ELDORET,21,16.787,2021
BACHELOR OF ENGINEERING (AGRICULTURAL & BIO-SYSTEMS ENGINEERING),UNIVERSITY OF ELDORET,21,15.982,2022
BACHELOR OF ENGINEERING (AGRICULTURAL & BIO-SYSTEMS ENGINEERING),UNIVERSITY OF ELDORET,21,27.819,2023
BACHELOR OF SCIENCE (AGRICULTURAL AND BIOSYSTEMS ENGINEERING),JOMO KENYATTA UNIVERSITY OF AGRICULTURE AND TECHNOLOGY,21,31.053,2018
BACHELOR OF SCIENCE (AGRICULTURAL AND BIOSYSTEMS ENGINEERING),JOMO KENYATTA UNIVERSITY OF AGRICULTURE AND TECHNOLOGY,21,33.081,2019
BACHELOR OF SCIENCE (AGRICULTURAL AND BIOSYSTEMS ENGINEERING),JOMO KENYATTA UNIVERSITY OF AGRICULTURE AND TECHNOLOGY,21,31.058,2020
BACHELOR OF SCIENCE (AGRICULTURAL AND BIOSYSTEMS ENGINEERING),JOMO KENYATTA UNIVERSITY OF AGRICULTURE AND TECHNOLOGY,21,30.805,2021
BACHELOR OF SCIENCE (AGRICULTURAL AND BIOSYSTEMS ENGINEERING),JOMO KENYATTA UNIVERSITY OF AGRICULTURE AND TECHNOLOGY,21,33.508,2022
BACHELOR OF SCIENCE (AGRICULTURAL AND BIOSYSTEMS ENGINEERING),JOMO KENYATTA UNIVERSITY OF AGRICULTURE AND TECHNOLOGY,21,27.474,2023
BACHELOR OF SCIENCE (AGRICULTURAL AND BIOSYSTEMS ENGINEERING),JOMO KENYATTA UNIVERSITY OF AGRICULTURE AND TECHNOLOGY,21,31.683,2024
BACHELOR OF SCIENCE (BIOSYSTEMS ENGINEERING),UNIVERSITY OF NAIROBI,21,30.253,2018
BACHELOR OF SCIENCE (BIOSYSTEMS ENGINEERING),UNIVERSITY OF NAIROBI,21,28.238,2019
BACHELOR OF SCIENCE (BIOSYSTEMS ENGINEERING),UNIVERSITY OF NAIROBI,21,28.989,2020
BACHELOR OF SCIENCE (BIOSYSTEMS ENGINEERING),UNIVERSITY OF NAIROBI,21,29.073,2021
BACHELOR OF SCIENCE (BIOSYSTEMS ENGINEERING),UNIVERSITY OF NAIROBI,21,31.471,2022
BACHELOR OF SCIENCE (BIOSYSTEMS ENGINEERING),UNIVERSITY OF NAIROBI,21,28.557,2023
BACHELOR OF SCIENCE (BIOSYSTEMS ENGINEERING),UNIVERSITY OF NAIROBI,21,28.245,2024
BACHELOR OF SCIENCE (AGRICULTURE),CHUKA UNIVERSITY,22,25.501,2018
BACHELOR OF SCIENCE (AGRICULTURE),CHUKA UNIVERSITY,22,25.659,2019
BACHELOR OF SCIENCE (AGRICULTURE),CHUKA UNIVERSITY,22,16.791,2020
BACHELOR OF SCIENCE (AGRICULTURE),CHUKA UNIVERSITY,22,17.459,2021
BACHELOR OF SCIENCE (AGRICULTURE),CHUKA UNIVERSITY,22,17.043,2022
BACHELOR OF SCIENCE (AGRICULTURE),CHUKA UNIVERSITY,22,15.864,2023
BACHELOR OF SCIENCE (AGRICULTURE),EGERTON UNIVERSITY,22,23.659,2024
BACHELOR OF SCIENCE IN AGRICULTURE,TAITA TAVETA UNIVERSITY,22,24.948,2018
BACHELOR OF SCIENCE IN AGRICULTURE,TAITA TAVETA UNIVERSITY,22,25.565,2019
BACHELOR OF SCIENCE IN AGRICULTURE,TAITA TAVETA UNIVERSITY,22,16.791,2020
BACHELOR OF SCIENCE IN AGRICULTURE,TAITA TAVETA UNIVERSITY,22,17.459,2021
BACHELOR OF SCIENCE IN AGRICULTURE,TAITA TAVETA UNIVERSITY,22,17.043,2022
BACHELOR OF SCIENCE IN AGRICULTURE,TAITA TAVETA UNIVERSITY,22,15.864,2023
BACHELOR OF SCIENCE IN AGRICULTURE,JOMO KENYATTA UNIVERSITY OF AGRICULTURE AND TECHNOLOGY,22,29.108,2024
BACHELOR OF SCIENCE (MICROBIOLOGY),KISII UNIVERSITY,23,29.6,2018
BACHELOR OF SCIENCE (MICROBIOLOGY),KISII UNIVERSITY,23,28.017,2019
BACHELOR OF SCIENCE (MICROBIOLOGY),KISII UNIVERSITY,23,16.791,2020
BACHELOR OF SCIENCE (MICROBIOLOGY),KISII UNIVERSITY,23,17.459,2021
BACHELOR OF SCIENCE (MICROBIOLOGY),KISII UNIVERSITY,23,16.974,2022
BACHELOR OF SCIENCE (MICROBIOLOGY),KISII UNIVERSITY,23,15.683,2023
BACHELOR OF SCIENCE (MICROBIOLOGY),JOMO KENYATTA UNIVERSITY OF AGRICULTURE AND TECHNOLOGY,23,25.288,2024
BACHELOR OF SCIENCE (MICROBIOLOGY),UZIMA UNIVERSITY,81,34.433,2018
BACHELOR OF SCIENCE (MICROBIOLOGY),UZIMA UNIVERSITY,81,30.275,2019
BACHELOR OF SCIENCE (MICROBIOLOGY),UZIMA UNIVERSITY,81,16.791,2020
BACHELOR OF SCIENCE (MICROBIOLOGY),UZIMA UNIVERSITY,81,17.459,2021
BACHELOR OF SCIENCE (MICROBIOLOGY),UZIMA UNIVERSITY,81,16.974,2022
BACHELOR OF SCIENCE (MICROBIOLOGY),UZIMA UNIVERSITY,81,15.683,2023
BACHELOR OF SCIENCE (FOOD SCIENCE & TECHNOLOGY),CHUKA UNIVERSITY,24,25.537,2018
BACHELOR OF SCIENCE (FOOD SCIENCE & TECHNOLOGY),CHUKA UNIVERSITY,24,28.213,2019
BACHELOR OF SCIENCE (FOOD SCIENCE & TECHNOLOGY),CHUKA UNIVERSITY,24,16.791,2020
BACHELOR OF SCIENCE (FOOD SCIENCE & TECHNOLOGY),CHUKA UNIVERSITY,24,17.459,2021
BACHELOR OF SCIENCE (FOOD SCIENCE & TECHNOLOGY),CHUKA UNIVERSITY,24,17.043,2022
BACHELOR OF SCIENCE (FOOD SCIENCE & TECHNOLOGY),CHUKA UNIVERSITY,24,15.864,2023
BACHELOR OF SCIENCE (FOOD SCIENCE & TECHNOLOGY),EGERTON UNIVERSITY,24,23.108,2024
BACHELOR OF SCIENCE (FOOD SCIENCE AND TECHNOLOGY),MASINDE MULIRO UNIVERSITY OF SCIENCE & TECHNOLOGY,24,28.258,2019
BACHELOR OF SCIENCE (FOOD SCIENCE AND TECHNOLOGY),MASINDE MULIRO UNIVERSITY OF SCIENCE & TECHNOLOGY,24,17.459,2021
BACHELOR OF SCIENCE (FOOD SCIENCE AND TECHNOLOGY),MASINDE MULIRO UNIVERSITY OF SCIENCE & TECHNOLOGY,24,17.043,2022
BACHELOR OF SCIENCE (FOOD SCIENCE AND TECHNOLOGY),MASINDE MULIRO UNIVERSITY OF SCIENCE & TECHNOLOGY,24,15.864,2023
BACHELOR OF SCIENCE IN FOOD TECHNOLOGY & QUALITY ASSURANCE,TECHNICAL UNIVERSITY OF MOMBASA,24,28.165,2018
BACHELOR OF SCIENCE IN FOOD TECHNOLOGY & QUALITY ASSURANCE,TECHNICAL UNIVERSITY OF MOMBASA,24,28.995,2019
BACHELOR OF SCIENCE IN FOOD TECHNOLOGY & QUALITY ASSURANCE,TECHNICAL UNIVERSITY OF MOMBASA,24,16.791,2020
BACHELOR OF SCIENCE IN FOOD TECHNOLOGY & QUALITY ASSURANCE,TECHNICAL UNIVERSITY OF MOMBASA,24,17.459,2021
BACHELOR OF SCIENCE IN FOOD TECHNOLOGY & QUALITY ASSURANCE,TECHNICAL UNIVERSITY OF MOMBASA,24,17.043,2022
BACHELOR OF SCIENCE IN FOOD TECHNOLOGY & QUALITY ASSURANCE,TECHNICAL UNIVERSITY OF MOMBASA,24,15.864,2023
BACHELOR OF SCIENCE IN FOOD SCIENCE AND TECHNOLOGY,JOMO KENYATTA UNIVERSITY OF AGRICULTURE AND TECHNOLOGY,24,30.319,2018
BACHELOR OF SCIENCE IN FOOD SCIENCE AND TECHNOLOGY,JOMO KENYATTA UNIVERSITY OF AGRICULTURE AND TECHNOLOGY,24,32.691,2019
BACHELOR OF SCIENCE IN FOOD SCIENCE AND TECHNOLOGY,JOMO KENYATTA UNIVERSITY OF AGRICULTURE AND TECHNOLOGY,24,28.191,2020
BACHELOR OF SCIENCE IN FOOD SCIENCE AND TECHNOLOGY,JOMO KENYATTA UNIVERSITY OF AGRICULTURE AND TECHNOLOGY,24,31.645,2021
BACHELOR OF SCIENCE IN FOOD SCIENCE AND TECHNOLOGY,JOMO KENYATTA UNIVERSITY OF AGRICULTURE AND TECHNOLOGY,24,33.076,2022
BACHELOR OF SCIENCE IN FOOD SCIENCE AND TECHNOLOGY,JOMO KENYATTA UNIVERSITY OF AGRICULTURE AND TECHNOLOGY,24,30.855,2023
BACHELOR OF SCIENCE IN FOOD SCIENCE AND TECHNOLOGY,JOMO KENYATTA UNIVERSITY OF AGRICULTURE AND TECHNOLOGY,24,31.175,2024
BACHELOR OF SCIENCE (FOOD SCIENCE AND TECHNOLOGY),UNIVERSITY OF NAIROBI,24,30.414,2018
BACHELOR OF SCIENCE (FOOD SCIENCE AND TECHNOLOGY),UNIVERSITY OF NAIROBI,24,33.074,2020
BACHELOR OF SCIENCE (FOOD SCIENCE AND TECHNOLOGY),UNIVERSITY OF NAIROBI,24,29.591,2024
BACHELOR OF TECHNOLOGY (FOOD SCIENCE AND TECHNOLOGY),TECHNICAL UNIVERSITY OF KENYA,24,26.156,2018
BACHELOR OF TECHNOLOGY (FOOD SCIENCE AND TECHNOLOGY),TECHNICAL UNIVERSITY OF KENYA,24,28.71,2019
BACHELOR OF TECHNOLOGY (FOOD SCIENCE AND TECHNOLOGY),TECHNICAL UNIVERSITY OF KENYA,24,28.939,2020
BACHELOR OF TECHNOLOGY (FOOD SCIENCE AND TECHNOLOGY),TECHNICAL UNIVERSITY OF KENYA,24,25.402,2021
BACHELOR OF TECHNOLOGY (FOOD SCIENCE AND TECHNOLOGY),TECHNICAL UNIVERSITY OF KENYA,24,27.932,2022
BACHELOR OF TECHNOLOGY (FOOD SCIENCE AND TECHNOLOGY),TECHNICAL UNIVERSITY OF KENYA,24,15.864,2023
BACHELOR OF PHARMACY,KISII UNIVERSITY,29,42.017,2021
BACHELOR OF PHARMACY,KISII UNIVERSITY,29,43.003,2022
BACHELOR OF PHARMACY,KISII UNIVERSITY,29,43.111,2023
BACHELOR OF PHARMACY,KISII UNIVERSITY,29,42.776,2024
BACHELOR OF PHARMACY,KENYA METHODIST UNIVERSITY,29,38.227,2018
BACHELOR OF PHARMACY,KENYA METHODIST UNIVERSITY,29,40.919,2019
BACHELOR OF PHARMACY,KENYA METHODIST UNIVERSITY,29,42.443,2020
"BACHELOR OF PHARMACY, WITH IT",MASENO UNIVERSITY,29,41.636,2020
"BACHELOR OF PHARMACY, WITH IT",MASENO UNIVERSITY,29,42.847,2021
"BACHELOR OF PHARMACY, WITH IT",MASENO UNIVERSITY,29,43.126,2022
"BACHELOR OF PHARMACY, WITH IT",MASENO UNIVERSITY,29,43.308,2023
"BACHELOR OF PHARMACY, WITH IT",MASENO UNIVERSITY,29,42.967,2024
BACHELOR OF MEDICINE & BACHELOR OF SURGERY,KENYA METHODIST UNIVERSITY,31,39.714,2018
BACHELOR OF MEDICINE & BACHELOR OF SURGERY,KENYA METHODIST UNIVERSITY,31,42.259,2019
BACHELOR OF MEDICINE & BACHELOR OF SURGERY,KENYA METHODIST UNIVERSITY,31,43.777,2020
BACHELOR OF MEDICINE & BACHELOR OF SURGERY,KENYA METHODIST UNIVERSITY,31,43.816,2021
BACHELOR OF MEDICINE & BACHELOR OF SURGERY,KENYA METHODIST UNIVERSITY,31,38.04,2022
BACHELOR OF MEDICINE & BACHELOR OF SURGERY,KENYA METHODIST UNIVERSITY,31,42.636,2023
BACHELOR OF MEDICINE & BACHELOR OF SURGERY,KENYA METHODIST UNIVERSITY,31,43.076,2024
BACHELOR OF MEDICINE AND BACHELOR OF SURGERY,KISII UNIVERSITY,31,39.003,2018
BACHELOR OF MEDICINE AND BACHELOR OF SURGERY,KISII UNIVERSITY,31,42.746,2019
BACHELOR OF MEDICINE AND BACHELOR OF SURGERY,KISII UNIVERSITY,31,43.786,2020
BACHELOR OF MEDICINE AND BACHELOR OF SURGERY,KISII UNIVERSITY,31,43.815,2021
BACHELOR OF MEDICINE AND BACHELOR OF SURGERY,KISII UNIVERSITY,31,44.012,2022
BACHELOR OF MEDICINE AND BACHELOR OF SURGERY,KISII UNIVERSITY,31,44.434,2023
BACHELOR OF MEDICINE AND BACHELOR OF SURGERY,KISII UNIVERSITY,31,44.149,2024
